algorithm,event_count,pattern_count,significant_synapse_count,interval_seconds,cumulative_seconds,snapshot_extraction_seconds,patterns_path,metadata_path
online_stsp,5500,341,190,1.913477916999998,21.192528084,0.002703249999999713,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_005500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_005500_metadata.json
online_stsp,6000,251,105,1.797598291,22.990126375,0.0025309169999978565,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_006000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_006000_metadata.json
online_stsp,6500,240,107,1.7977022090000006,24.787828584,0.002396833999998904,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_006500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_006500_metadata.json
online_stsp,7000,493,166,1.9724304160000017,26.760259,0.005738457999999724,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_007000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_007000_metadata.json
online_stsp,7500,1762,426,2.755219084,29.515478084,0.02056024999999906,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_007500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_007500_metadata.json
online_stsp,8000,178,126,2.0970754159999956,31.612553499999997,0.0019565829999947937,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_008000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_008000_metadata.json
online_stsp,8500,695,253,2.303521250000003,33.91607475,0.00731529200000125,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_008500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_008500_metadata.json
online_stsp,9000,176,132,1.659108500000002,35.57518325,0.0016250000000042064,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_009000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_009000_metadata.json
online_stsp,9500,5679,544,2.0952190419999965,37.670402292,0.1111399170000027,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_009500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_009500_metadata.json
online_stsp,10000,1333,333,2.0057991669999993,39.676201459,0.015836208999999712,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_010000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_010000_metadata.json
online_stsp,10500,43,23,1.955603625000002,41.631805084,0.0006380000000021369,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_010500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_010500_metadata.json
online_stsp,11000,1489,405,1.980763207999999,43.612568292,0.01792262500000419,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_011000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_011000_metadata.json
online_stsp,11500,93,68,1.8081282500000029,45.420696542,0.001059875000002819,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_011500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_011500_metadata.json
online_stsp,12000,86,70,1.9809412079999973,47.40163775,0.0007037909999993985,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_012000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_012000_metadata.json
online_stsp,12500,43,33,1.7948331250000038,49.196470875,0.00044733400000041,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_012500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_012500_metadata.json
online_stsp,13000,1535,249,1.8860603339999997,51.082531209,0.01736449999999934,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_013000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_013000_metadata.json
online_stsp,13500,1132,287,1.8759875000000008,52.958518709,0.01251995799999861,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_013500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_013500_metadata.json
online_stsp,14000,360,204,1.9452132079999984,54.903731917,0.041490165999995554,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_014000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_014000_metadata.json
online_stsp,14500,519,205,1.6611810829999953,56.564913,0.006364333999997029,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_014500_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_014500_metadata.json
online_stsp,15000,353,199,1.7580924590000038,58.323005459,0.003602084000000616,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_015000_patterns.csv,Results/Quantitative_experiment/run_20260521_120653/event_types_15/online/online_snapshot_015000_metadata.json
